ID,News/Comment,Type
TRAIN_457,രണ്ട് വര്‍ഷം വിദേശയാത്ര വേണ്ട'; ലോക്ക് ഡൗണിന് ശേഷം പാലിക്കേണ്ട 21 കാര്യങ്ങള്‍; അറിയിപ്പ് സത്യമോ?,FALSE
TRAIN_458,സൂര്യന്‍റെ ഉപരിതലത്തിന്‍റെ ഏറ്റവും തെളിഞ്ഞ ചിത്രം; നാസയുടെ പേരിലുള്ള പ്രചാരണം സത്യമോ?,FALSE
TRAIN_459,ശ്രീനഗറിലെ ലാൽ ചൗക്കിലെ ദേശീയ പതാക; വസ്തുത പുറത്തുവിട്ട് ദേശീയ മാധ്യമം,FALSE
TRAIN_460,പിണറായി ചെത്തുകാരൻറെ മകൻ എന്ന ഇകഴ്‌ത്തലിനെതിരെ രംഗത്തെത്തിയോ സുനില്‍ പി ഇളയിടം? വൈറല്‍ പോസ്റ്റിന് പിന്നില്‍,FALSE
TRAIN_461,ഈ കടലും മറുകടലും എന്ന ഗാനവുമായി എസ്‌പി‌ബി; വൈറല്‍ വീഡിയോയിലുള്ളത് കൊവിഡ് മുക്തനായ ഗായകനോ?,FALSE
TRAIN_462,ഖർ സെ നികൽതേഹി; മനോഹരഗാനം ആലപിക്കുന്നത് ക്യാപ്റ്റൻ ഡിവി സാഠേ അല്ല,FALSE
TRAIN_463,ബോയ്‌കോട്ട് ചൈന' ടീ ഷര്‍ട്ടുകള്‍ നിര്‍മ്മിക്കുന്നത് ചൈന തന്നെ! വാര്‍ത്ത വിശ്വസനീയമോ?,FALSE
TRAIN_464,മന്ത്രി കെ ടി ജലീലിനെ അപകീര്‍ത്തിപ്പെടുത്തുന്ന സ്‌ക്രീന്‍ഷോട്ട് ഏഷ്യാനെറ്റ് ന്യൂസിന്‍റെ അല്ല,FALSE
TRAIN_465,ഫൈസർ വാക്സിൻ സ്ത്രീകളിൽ വന്ധ്യതക്ക് കാരണമാകുന്നുവെന്ന പ്രചാരണം,FALSE
TRAIN_466,ബിഹാറിലെ പ്രളയം; പഴയ ചിത്രങ്ങളുടെ കെണിയില്‍ വീണ് മാധ്യമങ്ങളും,FALSE
TRAIN_467,"കഴുകി ഉപയോഗിക്കാം, വൈറസ് പ്രൊട്ടക്ഷന്‍; 999 രൂപയ്ക്ക് ഖാദിയുടെ മൂന്ന് മാസ്‌ക്കെന്ന് പ്രചാരണം",FALSE
TRAIN_468,കൊവിഡ് വാക്‌സിന്‍ പരീക്ഷണം വിജയിച്ചോ റഷ്യ? ലോകത്തിന് ആശ്വാസം പകര്‍ന്ന വാര്‍ത്തയ്‌ക്ക് പിന്നില്‍,FALSE
TRAIN_469,കൈക്കുഞ്ഞുമായി ബോഗികള്‍ക്ക് ഇടയില്‍ അള്ളിപ്പിടിച്ചിരുന്ന് അമ്മയുടെ സാഹസിക യാത്ര; വീഡിയോ ഇന്ത്യയിലേതോ,FALSE
TRAIN_470,പുള്ളിപ്പുലിയും പശുവും; അപൂര്‍വ സ്‌നേഹകഥയ്‌ക്കും വൈറല്‍ ചിത്രത്തിനും പിന്നില്‍ സത്യത്തില്‍ സംഭവിച്ചത്,FALSE
TRAIN_471,ആഫ്രിക്കന്‍ ജനതയെ ഉന്‍മൂലനം ചെയ്യാന്‍ ചൈനയും യുഎസും നിര്‍മ്മിച്ച ആയുധമോ കൊറോണ വൈറസ്?,FALSE
TRAIN_472,ആ സ്‍ക്രീന്‍ഷോട്ട് ഷെയര്‍ ചെയ്യുന്നവര്‍ അറിയുക; രത്തന്‍ ടാറ്റയുടെ പേരില്‍ വീണ്ടും വ്യാജ പ്രചാരണം,FALSE
TRAIN_473,അരിമണികള്‍ കൊത്തിപ്പറിച്ച് ചാക്കുകള്‍ക്ക് മീതെ നൂറോളം തത്തകള്‍; മനംനിറയ്‌ക്കുന്ന കാഴ്‌ച ലോക്ക് ഡൗണിലേതോ?,FALSE
TRAIN_474,ബിഹാറിലെ കൊവിഡ് ചികില്‍സ ഇത്ര ദയനീയമോ? ചിത്രവും വസ്‌തുതയും,MOSTLY FALSE
TRAIN_475,മെക്‌സിക്കോ കൊവിഡ് രോഗികളുടെ മൃതദേഹങ്ങള്‍ കടലില്‍ ഉപേക്ഷിക്കുന്നോ? ഞെട്ടിക്കുന്ന വീഡിയോയെ കുറിച്ചറിയാം,FALSE
TRAIN_476,ജൂൺ 15 മുതൽ ഇന്ത്യ അറിയപ്പെടുക ഭാരതം എന്നോ? സത്യമെന്ത്?,FALSE
TRAIN_477,അതിഥി തൊഴിലാളികളെ കൊള്ളക്കാരാക്കി ചിത്രീകരിക്കുന്ന വീഡിയോ വ്യാജം; മുന്നറിയിപ്പ്,FALSE
TRAIN_478,നാഷണല്‍ ജിയോഗ്രഫിക്കിന്‍റെ കവര്‍ ചിത്രത്തില്‍ ഇടംപിടിച്ച് കര്‍ഷക സമരം?,FALSE
TRAIN_479,ലോകത്തെ ഞെട്ടിച്ച ഉല്‍ക്കമഴയും വീഡിയോയ്‌ക്ക് പിന്നിലെ രഹസ്യവും,FALSE
TRAIN_480,മുംബൈയില്‍ കൊവിഡ് വ്യാപനം തടയാന്‍ ആര്‍മിയെ വിന്യസിക്കുന്നതായി വ്യാജ പ്രചാരണം,FALSE
TRAIN_481,കൊവിഡിനുള്ള മരുന്നും ചികിത്സയും'; ഈ വാട്‌സ്‌ആപ്പ് സന്ദേശം പ്രമുഖ ഡോക്‌ടര്‍ തയ്യാറാക്കിയതോ?,FALSE
TRAIN_482,മോദിക്ക് ഹസ്‌തദാനം നല്‍കിയതില്‍ ലജ്ജിക്കുന്നു'; കര്‍ഷക പ്രക്ഷോഭത്തെ പിന്തുണച്ച് ട്വീറ്റ് ചെയ്‌തോ ഒബാമ,FALSE
TRAIN_483,ഗർഭിണിയായ കാട്ടാന ചരിഞ്ഞത് പാലക്കാട്; പിന്നെങ്ങനെ മലപ്പുറത്തിന്‍റെ പേര് വന്നു?,FALSE
TRAIN_484,കുരിശുമാലയണിഞ്ഞോ പ്രിയങ്ക ഹാഥ്റസിലെത്തിയത്? സത്യമിതാണ്,FALSE
TRAIN_485,അമേരിക്കയില്‍ പഠിച്ചിട്ടും പൊള്ളാച്ചിയിലെ ഗ്രാമത്തില്‍ സേവനം ചെയ്യുന്ന ഡോക്‌ടര്‍; വൈറല്‍ പോസ്റ്റിലുള്ളത് നടി,FALSE
TRAIN_486,ഇന്ത്യ ജൂണില്‍ കൊവിഡ് മുക്തമാകും'; ആദിത്യ പുരിയുടേതായി കേരളത്തില്‍ വൈറലായ പ്രവചനം വിശ്വസനീയമോ,FALSE
TRAIN_487,കാടിനുള്ളിലൊരു ഭീമാകാരൻ 'കൈ'; വൈറൽ ചിത്രത്തിന് പിന്നിലെ അറിയാക്കഥ,FALSE
TRAIN_488,പുരുഷ ബീജം കൊവിഡിനെ തടയാനുള്ള മരുന്നോ? പ്രചരിക്കുന്ന വീഡിയോയ്‌ക്ക് പിന്നിലെ വസ്‌തുത,FALSE
TRAIN_489,യൂബറിനെയും ഓലയെയും ഇടിച്ചിടാന്‍ ടാറ്റയുടെ ടാക്‌സി സര്‍വീസ്; വാര്‍ത്ത സത്യമോ?,FALSE
TRAIN_490,"രാജ്യത്തെ സ്‌കൂളുകളെല്ലാം തുറക്കാന്‍ പോകുന്നു, കേന്ദ്രാനുമതി'; പ്രചാരണം ശരിയോ?",FALSE
TRAIN_491,"മദ്യശാലകള്‍ തുറന്നു, പൊലീസുകാരനും ലക്കുകെട്ടോ'; വൈറല്‍ വീഡിയോയെ കുറിച്ച് അറിയാനേറെ",MOSTLY FALSE
TRAIN_492,ഗുജറാത്തില്‍ ലോക്ക് ഡൗണ്‍ പട്ടിണിമൂലം പെണ്‍മക്കളെ കൊന്ന ശേഷം അമ്മ ആത്മഹത്യ ചെയ്‌തെന്ന പ്രചാരണം വ്യാജം,FALSE
TRAIN_493,അഞ്ച് വാഹനങ്ങള്‍ക്ക് മീതെ പാഞ്ഞുകയറി ട്രക്ക്; ഞെട്ടിക്കുന്ന അപകട ദൃശ്യം മൈസൂരുവിലേതോ?,FALSE
TRAIN_494,മൂന്ന് കണ്ണുകളുമായി ജനിച്ച കുട്ടി; ലോകത്തെ അത്ഭുതപ്പെടുത്തിയ വീഡിയോയ്‌ക്ക് പിന്നിലെ കള്ളം പൊളിഞ്ഞു,FALSE
TRAIN_495,ക്വാറന്‍റീന്‍ കേന്ദ്രത്തില്‍ നിയന്ത്രണങ്ങള്‍ കാറ്റില്‍ പറത്തി 'ലുങ്കി ഡാന്‍സ്'; ഞെട്ടിക്കുന്ന വീഡിയോ വാസ്‌തവമോ,FALSE
TRAIN_496,ആശുപത്രിയില്‍ സ്ട്രക്ചര്‍ തള്ളി പിഞ്ചുബാലന്‍; കണ്ണുനനക്കുന്ന വീഡിയോ ബിഹാറില്‍ നിന്നോ?,FALSE
TRAIN_497,മരിച്ചിട്ടും മറഡോണയെ വിടാതെ വ്യാജ പ്രചാരണം; അന്ത്യകർമ്മങ്ങളുടെ വീഡിയോ വ്യാജം,FALSE
TRAIN_498,ഡിസംബര്‍ വരെ സ്‌കൂളുകള്‍ തുറക്കില്ല; വാര്‍ത്ത സത്യമോ?,FALSE
TRAIN_499,ലോകത്ത് സസ്യാഹാരിയായ ഒരാള്‍ക്കും കൊവിഡില്ല! സംഭവം സത്യമോ,FALSE
TRAIN_500,മാസ്ക് ധരിക്കുന്നത് എല്ലാവരിലും കൊവിഡ് എന്ന ധാരണയിൽ'; ഇങ്ങനെയൊരു സർക്കുലർ എയിംസ് പുറത്തിറക്കിയോ?,MOSTLY FALSE
TRAIN_501,"പ്രവാസികളുടെ രജിസ്‍ട്രേഷന്‍ നോര്‍ക്ക റൂട്ട്സ് ആരംഭിച്ചോ; ആശയക്കുഴപ്പം വേണ്ട, സത്യാവസ്ഥ ഇതാണ്",MOSTLY FALSE
TRAIN_502,അതിർത്തിയിൽ ഇന്ത്യൻ സൈനികരോട് കയർക്കുന്ന ചൈനീസ് പട്ടാളം; വീഡിയോയ്ക്ക് പിന്നിലെ സത്യമിത്,MOSTLY FALSE
TRAIN_503,പാഞ്ഞുകയറിയ ട്രക്കിന്‍റെ തലയരിഞ്ഞ് ഹെലികോപ്റ്റര്‍; ഞെട്ടിക്കുന്ന അപകട ദൃശ്യം പഞ്ചാബില്‍ നിന്നോ?,FALSE
TRAIN_504,"ട്രൂഡോ മാത്രമല്ല, കർഷക സമരത്തിന് പിന്തുണ പ്രഖ്യാപിച്ച് കമല ഹാരിസും; ട്വീറ്റും യാഥാർഥ്യവും",FALSE
TRAIN_505,വെന്‍റിലേറ്ററിലേക്ക് മാറ്റും മുൻപുള്ള ഡോ.അയിഷയുടെ വാക്കുകൾ; വൈറലായ സന്ദേശം വ്യാജം,FALSE
TRAIN_506,കൊറോണ വൈറസിന്‍റെ ശേഷി കുറയുന്നതായി ലോകാരോഗ്യ സംഘടന വിശദമാക്കിയിട്ടുണ്ടോ? വസ്തുത ഇതാണ്,FALSE
TRAIN_507,ലാന്‍ഡിംഗും അപകടവും വ്യക്തം; പ്രചരിക്കുന്നത് കരിപ്പൂർ വിമാന ദുരന്തത്തിന്‍റെ ദൃശ്യമോ?,FALSE
TRAIN_508,മാസ്‌ക് ധരിക്കാത്തതിന് യുപിയില്‍ ആടിനെ അറസ്റ്റ് ചെയ്‌തോ? വാര്‍ത്തയിലെ വാസ്‌തവം,FALSE
TRAIN_509,സ്‌ത്രീകള്‍ വാട്‌സ്ആപ്പില്‍ പ്രൊഫൈല്‍ ചിത്രം ഉടന്‍ കളയണോ? മുന്നറിയിപ്പ് സന്ദേശത്തിന് പിന്നില്‍,FALSE
TRAIN_510,എല്ലാ ഉപയോക്താക്കള്‍ക്കും ദിവസേന 25 ജിബി സൗജന്യ ഡാറ്റ! ജിയോയുടെ ഓഫര്‍ സത്യമോ?,FALSE
TRAIN_511,സർക്കാർ ആശുപത്രിയിൽ രോഗിക്ക് തറയിൽ ഭക്ഷണം വിളമ്പി'; കേരളത്തിനെതിരെ വ്യാജ പ്രചാരണം,FALSE
TRAIN_512,വാഹനങ്ങളുടെ സ്റ്റിയറിംഗിലെ ചെറിയ തടിപ്പുകൾ കാഴ്ചാ പരിമിതരെ സഹായിക്കാനോ?,FALSE
TRAIN_513,കുട്ടിയെ അനുഗ്രഹിക്കുന്ന 170 വയസുള്ള സന്യാസി !വൈറലായി വീഡിയോ,FALSE
TRAIN_514,അതിര്‍ത്തികള്‍ അടച്ചുപൂട്ടിയെന്ന് ആരോപണം; കേരളത്തിനെതിരെ വിദ്വേഷ ക്യാംപയിന്‍,FALSE
TRAIN_515,കാര്‍ഷിക നിയമ ഭേദഗതി: കേരളം ജിയോ സേവനങ്ങള്‍ നിരോധിച്ചു എന്ന് സാമൂഹ്യമാധ്യമങ്ങളില്‍ വ്യാജ പ്രചാരണം,FALSE
TRAIN_516,മുംബൈയിലേക്ക് പുറപ്പെട്ട കണ്ടെയ്നർ ട്രെയിൻ കാണാതായോ?; പ്രചരിക്കുന്ന വാർത്ത സത്യമല്ലെന്ന് റെയിൽവേ,FALSE
TRAIN_517,"സുശാന്ത് സിംഗിന് നീതി വേണം', നൈജീരിയയിലും പ്രതിഷേധമോ?",FALSE
TRAIN_518,"സുന്ദരിയായ പൈലറ്റിന്റെ അരുംകൊല, യുദ്ധത്തിനിറങ്ങിയ പ്രസിഡന്റ്, രണ്ടും വ്യാജം!",FALSE
TRAIN_519,ഹിമ ദാസിന് ഒളിംപിക്‌സ് യോഗ്യത; പ്രചാരണം വ്യാജം,FALSE
TRAIN_520,കൊവിഡ് ബാധിതർക്ക് സാമ്പത്തിക ഭദ്രതയൊരുക്കി ജാക്കി ചാൻ,FALSE
TRAIN_521,കുരുമുളകും ഇഞ്ചിയും തേനും ചേര്‍ത്ത് കൊവിഡിന് അത്‌ഭുത മരുന്ന്'; ഇന്ത്യന്‍ വിദ്യാര്‍ഥിയുടെ കണ്ടെത്തല്‍ സത്യമോ?,FALSE
TRAIN_522,കാറിനോട് ആലിപ്പഴം ചെയ്ത കൊടുംചതി'; വൈറല്‍ വീഡിയോയ്ക്ക് പിന്നിലെ കഥ പുറത്ത്,FALSE
TRAIN_523,റിപ്പബ്ലിക് ദിനത്തിലെ ട്രാക്‌ടര്‍ റാലിയുടെ റിഹേഴ്‌സല്‍? വൈറല്‍ വീഡിയോ ദില്ലിയില്‍ നിന്നുള്ളതോ...,FALSE
TRAIN_524,പാലക്കാട് ആന ചരിഞ്ഞ സംഭവം,FALSE
TRAIN_525,ഇന്നാ പിടിച്ചോ 2000 സൗജന്യ നോക്കിയ ഫോണുകള്‍; ഫേസ്‌ബുക്ക് പോസ്റ്റ് വിശ്വസനീയമോ?,FALSE
TRAIN_526,കര്‍ഷക സമരത്തിനിടെ കണ്ണിന് പരിക്കേറ്റത് മുന്‍ സൈനിക ഉദ്യോഗസ്ഥനോ?,FALSE
TRAIN_527,"ഇത് ഇതിഹാസ താരം മറഡോണയോ? കളിയാക്കി ആരാധകര്‍, വീഡിയോയില്‍ ട്വിസ്റ്റ്",FALSE
TRAIN_528,ജോ ബൈഡന്‍റെ വലംകൈയായി ഇന്ത്യന്‍ വംശജന്‍; വാര്‍ത്ത സത്യമോ?,FALSE
TRAIN_529,"കൊവിഡ് വാക്‌സിന്‍ സ്വീകരിക്കുന്ന പെണ്‍കുട്ടി, വൈറൽ വീഡിയോയിലുള്ളത് പൂചിന്‍റെ മകള്‍ അല്ല!",FALSE
TRAIN_530,യാത്രാമധ്യേ ആകാശത്ത് ഇന്ധന നിറയ്‌ക്കുന്ന വിമാനം; പുറത്തുവന്ന വീഡിയോ റഫാലിന്‍റെയോ?,FALSE
TRAIN_531,ഇതര സംസ്ഥാനക്കാരില്‍ നിന്ന് പണം പിടിച്ചുപറിച്ചോ റെയില്‍വെ പൊലീസ്? പ്രചരിക്കുന്ന വീഡിയോക്ക് പിന്നിലെ സത്യം,FALSE
TRAIN_532,സാമൂഹിക അകലം മറന്ന് തിക്കിത്തിരക്കി പെരുന്നാള്‍ ഷോപ്പിംഗ്'; പേടിപ്പെടുത്തുന്ന വീഡിയോ ഹൈദരാബാദിലേതോ?,FALSE
TRAIN_533,"പ്രായപരിധിയില്ല, എഴുത്ത് പരീക്ഷയില്ല, 8ലക്ഷം പേര്‍ക്ക് കേന്ദ്ര സര്‍ക്കാര്‍ ജോലി",FALSE
TRAIN_534,പൂച്ചക്കുട്ടിയെ ജീവനോടെ കത്തിച്ച ദാരുണ സംഭവം; പ്രതിയുടേതായി പ്രചരിക്കുന്ന ചിത്രം യുവന്‍ ശങ്കര്‍ രാജയുടേത്,FALSE
TRAIN_535,തോറ്റു പോകാത്ത വീര്യം' എന്ന് കുഞ്ഞനന്തനെ വിശേഷിപ്പിച്ചിട്ടില്ല; വ്യാജ പ്രചാരണത്തിനെതിരെ സുനില്‍ പി ഇളയിടം,FALSE
TRAIN_536,പുക പരിശോധന സര്‍ട്ടിഫിക്കറ്റ് ഇല്ലെങ്കില്‍ അപകടത്തില്‍പ്പെടുന്ന വാഹനങ്ങള്‍ക്ക് ക്ലെയിം ലഭിക്കില്ല; സത്യമോ?,FALSE
TRAIN_537,ദില്ലി മുഗള്‍ ഗാര്‍ഡന്‍റെ പേര് മാറ്റിയോ? വ്യാപക പ്രചാരണത്തിലെ വസ്‌തുതയെന്താണ്,FALSE
TRAIN_538,കൊവിഡ് ചികിത്സയിൽ ഉപ്പിന് എന്തെങ്കിലും ചെയ്യാനുണ്ടോ? നാവിൽ അലിയിക്കും മുമ്പ് അറിയാൻ,FALSE
TRAIN_539,പ്രിയങ്ക ഗാന്ധി തയ്യാറാക്കിയ 1000 ബസുകള്‍; കേരളത്തിലടക്കം വൈറലായ ചിത്രം വ്യാജം,FALSE
TRAIN_540,സോണിയ ഗാന്ധിയുടെ പിറന്നാള്‍ ദിനത്തില്‍ ബാര്‍ നര്‍ത്തകി എന്ന പേരില്‍ പ്രചരിച്ച ചിത്രത്തിന്‍റെ വസ്‌തുത,FALSE
TRAIN_541,ദലിത് ബാലന്‍റെ കൊലപാതകം; ഏഷ്യാനെറ്റ് ന്യൂസ് ഡോട് കോം വ്യാജ വാര്‍ത്ത നല്‍കിയെന്ന പ്രചാരണം പച്ചക്കള്ളം,FALSE
TRAIN_542,"പ്രൗഢം, ഈ ഗണേശോത്സവ ദൃശ്യങ്ങള്‍ തമിഴ്‌നാട്ടില്‍ നിന്നോ?",FALSE
TRAIN_543,കേരളത്തില്‍ നിപ മനുഷ്യരിലേക്ക് എത്തിയത് ആ വഴിയേ? ശരിയോ,FALSE
TRAIN_544,ഇത്ര വലിപ്പമുള്ള അനാക്കോണ്ടയോ? ഭൂമി തുരന്നുവന്ന് അതിഭീമന്‍! വീഡിയോ കണ്ട് ഞെട്ടി ആളുകള്‍,FALSE
TRAIN_545,"കൈകള്‍ പിന്നില്‍ കെട്ടി, വായ മൂടിക്കെട്ടി കപില്‍ ദേവ്, ഇതിഹാസ താരത്തെ തട്ടിക്കൊണ്ട് പോയോ? വീഡിയോ വൈറല്‍!",FALSE
TRAIN_546,"കാല്‍ തല്ലിയൊടിച്ച് സൈഡാക്കി, കൊലപാതകം ചെയ്‌താല്‍ ഉത്തര്‍പ്രദേശില്‍ ശിക്ഷ ഇതാണ്? വീഡിയോ ശരിയോ",FALSE
TRAIN_547,തെങ്ങോലകള്‍ക്കിടയിലെ മോദി ചാരുത; ചിത്രം യഥാര്‍ഥമോ വരച്ചതോ എന്ന് ഇനി സംശയം വേണ്ടാ!,FALSE
TRAIN_548,"ഒറ്റപ്രസവത്തില്‍ 9 കുട്ടികള്‍, നിറവയറുമായി ഗര്‍ഭിണി, വീഡിയോ വിശ്വസനീയമോ?",FALSE
TRAIN_549,"അന്‍റാര്‍ട്ടിക്കയില്‍ പൂക്കളോ! വൈറലായി ചിത്രം, അറിയേണ്ട വസ്‌തുതകള്‍",FALSE
TRAIN_550,ഇന്ത്യയിലെത്തിയ പാക് ടീമിനെ ആരാധകര്‍ വരവേറ്റത് 'പാകിസ്ഥാന്‍ മൂര്‍ദാബാദ്' വിളികളോടെ?,FALSE
TRAIN_551,"ലോകകപ്പ് ടീമില്‍ നിന്ന് ഒഴിവാക്കിയതില്‍ കലിപ്പായി അക്‌സര്‍ പട്ടേല്‍, ഇന്‍സ്റ്റഗ്രാം സ്റ്റോറികള്‍!",FALSE
TRAIN_552,"ആഢംബരത്തിന്‍റെ അവസാന വാക്ക്, കറന്‍സി നോട്ടുകള്‍ കൊണ്ട് അലങ്കരിച്ച് കല്യാണ വേദി; വീഡിയോ എവിടെ നിന്ന്?",FALSE
TRAIN_553,യുപിയില്‍ മൃതദേഹം ആശുപത്രി ജീവനക്കാര്‍ ബൈക്കില്‍ ഉപേക്ഷിച്ചു; നെഞ്ചില്‍ കൊളുത്തി വലിക്കുന്ന ദൃശ്യം സത്യമോ?,FALSE
TRAIN_554,"ആരും തെറ്റിദ്ധരിക്കല്ലേ; മുല്ലപ്പെരിയാര്‍ ഡാം തുറക്കുന്ന ആ വീഡിയോ പഴയത്, കണ്ടത് ലക്ഷക്കണക്കിന് പേര്‍!",HALF TRUE
TRAIN_555,കേരളത്തിലോ? റോഡിലെ പടുകുഴിയില്‍ ബൈക്ക് യാത്രികനും കുട്ടിയും മുങ്ങിത്താണു! സിസിടിവി വീഡിയോ,FALSE
TRAIN_556,വൈറലായി രാഹുല്‍ ഗാന്ധിയുടെ ഫോട്ടോ; ഓസ്ട്രേലിയന്‍ ടൂറിസ്റ്റ് പകര്‍ത്തിയ ചിത്രത്തിന് പിന്നില്‍?,FALSE
TRAIN_557,വിദേശത്തേയ്ക്ക് മലയാളി വിദ്യാര്‍ഥികള്‍ പോകുന്നതു സംബന്ധിച്ച് പഠിക്കാന്‍ മന്ത്രിമാരുടെ സംഘം സന്ദര്‍ശനം നടത്തും.,MOSTLY FALSE
TRAIN_558,കേരളത്തിലെ സ്‌പൈഡര്‍മാന്‍'; ടാങ്കര്‍ ലോറിയുടെ പിന്നില്‍ ഒറ്റകൈയില്‍ തൂങ്ങി അഭ്യാസം!,FALSE
TRAIN_559,"ആപ്പിളിനും വിലങ്ങിട്ട് ചൈന, ഐഫോണ്‍ രാജ്യത്ത് നിരോധിച്ചു?",FALSE
TRAIN_560,കുടകിൽ കളക്‌ടറായ മലയാളി.,FALSE
TRAIN_561,"ഭിത്തിയോട് ചേര്‍ത്ത് നിര്‍ത്തി വിദ്യാര്‍ഥിക്ക് അധ്യാപകന്‍റെ ക്രൂര മര്‍ദനം, വീഡിയോ വൈറല്‍, കേരളത്തില്‍ നിന്നോ?",HALF TRUE
TRAIN_562,"കോടികള്‍ വിലയുള്ള ഡയമണ്ടുകള്‍ റോഡില്‍, വാരിക്കൂട്ടി ജനം; സൂറത്തില്‍ നിന്ന് വീഡിയോ!",HALF TRUE
TRAIN_563,മഹാരാഷ്ട്ര മുഖ്യമന്ത്രി ഏക്നാഥ് ഷിൻഡെയുടെ ചെറുപ്പത്തിലെ ചിത്രം,FALSE
TRAIN_564,കോവിഡ് വ്യാപനത്തിനിടെ ഉത്തർ പ്രദേശ് മുഖ്യമന്ത്രി യോഗി ആദിത്യനാഥും കേന്ദ്ര ആഭ്യന്തര മന്ത്രി അമിത് ഷായും ഹരിദ്വാർ കുംഭമേളയിൽ സ്നാനം നടത്തുന്ന കാഴ്ച്ച.,HALF TRUE
TRAIN_565,പുരുഷന്‍റെ 'മറ്റേണിറ്റി ഫോട്ടോഷൂട്ട്‌'; വൈറൽ ചിത്രത്തിന് പിന്നിലെ കഥ നിങ്ങളറിഞ്ഞതല്ല,FALSE
TRAIN_566,"തെരുവിലെ വെള്ളക്കെട്ടിലിരുന്ന് ഭക്ഷണം കഴിക്കുന്ന കുടുംബം; കണ്ണുനനച്ച് ചിത്രം, ഉത്തരവാദി കെജ്‌രിവാളോ?",FALSE
TRAIN_567,കങ്കണക്കെതിരായ പരാമർശം: അമിതാഭിനെയും ജയയെയും ബഹിഷ്കരിക്കാൻ മുകേഷ് ഖന്ന ആവശ്യപ്പെട്ടോ?,FALSE
TRAIN_568,ന്യൂനപക്ഷകാര്യ മന്ത്രാലയം അവസാനിപ്പിക്കാന്‍ പോകുന്നു എന്ന വാര്‍ത്ത വ്യാജമെന്ന് കേന്ദ്ര സര്‍ക്കാര്‍,FALSE
TRAIN_569,ഇന്ത്യയിൽ വീണ്ടും നിപ്പ പടരുന്നതായി വ്യാജ പ്രചാരണം,FALSE
TRAIN_570,മോദി കൊച്ചി സന്ദർശനത്തിനിടെ ഏപ്രിൽ 25ന് ആദിശങ്കര ജയന്തിയോടനുബന്ധിച്ച് കാലടി ആദിശങ്കര ജൻമഭൂമി സന്ദശിച്ചു,HALF TRUE
TRAIN_571,"പ്രായപരിധിയില്ല, എഴുത്ത് പരീക്ഷയില്ല, 8ലക്ഷം പേര്‍ക്ക് കേന്ദ്ര സര്‍ക്കാര്‍ ജോലി'; സത്യമെന്ത്?",FALSE
TRAIN_572,"കൊച്ചി മെട്രോയിൽ 819 കോടിയുടെ കേന്ദ്രവിഹിതം, സംസ്ഥാന സർക്കാരിൻ്റെ വിഹിതം പൂജ്യം",MOSTLY FALSE
TRAIN_573,പാക് പേസര്‍ മുഹമ്മദ് ഇര്‍ഫാന്‍ കാര്‍ അപകടത്തില്‍ മരിച്ചതായി വ്യാജ പ്രചാരണം,FALSE
TRAIN_574,ഫാര്‍മസിസ്റ്റുകള്‍ക്കും ക്ലിനിക്ക് ആരംഭിക്കാന്‍ അനുമതിയെന്ന വാര്‍ത്തയും വസ്‌തുതയും,FALSE
TRAIN_575,"ഒക്‌ടോബര്‍ ഒന്ന് മുതല്‍ തീയേറ്ററുകളില്‍ സിനിമ, ടിക്കറ്റ് ഓണ്‍ലൈനിലൂടെ; പ്രചരിക്കുന്ന സന്ദേശം ശരിയോ?",FALSE
TRAIN_576,കൊച്ചി മെട്രോയ്ക്കെതിരെ സിപിഎം സമരം,PARTLY FALSE
TRAIN_577,"എല്ലാ റേഷന്‍ കാര്‍ഡ് ഉടമകള്‍ക്കും കേന്ദ്ര സര്‍ക്കാരിന്‍റെ 50,000 രൂപ'; വൈറല്‍ സന്ദേശത്തെ കുറിച്ച് അറിയേണ്ടത്",FALSE
TRAIN_578,കൊച്ചി മെട്രോ പദ്ധതിക്കെതിരെ സിപിഐഎം സംഘടിപ്പിച്ച പ്രതിഷേധ മാർച്ചിൽ പങ്കെടുക്കുന്ന മന്ത്രി പി രാജീവിന്റെ ചിത്രം.,HALF TRUE
TRAIN_579,കൊച്ചി പോർട്ടിൽ മത്സ്യബന്ധന ബോട്ട് ഡോക്കിലേക്ക് ഉയർത്തുന്നതിനിടെ ക്രെയിൻ മറിഞ്ഞ് കടലിൽ വീഴുന്നു,HALF TRUE
TRAIN_580,കൊച്ചിൻ പോർട്ടിൽ ഇന്ന് സംഭവിച്ച അപകടം,FALSE
TRAIN_581,സ്വപ്ന സുരേഷ് ഒളിവിൽ കഴിഞ്ഞത് കൊച്ചിയിലെ സിപിഎം നേതാക്കളിടെ ഒത്താശയോടെ… എന്ന വാർത്തയുടെ സ്ക്രീൻഷോട്ട്,FALSE
TRAIN_582,കര്‍ഷക സമരത്തിനിടെ കണ്ണിന് പരിക്കേറ്റത് മുന്‍ സൈനിക ഉദ്യോഗസ്ഥനോ? സത്യമറിയാം,FALSE
TRAIN_583,യുപിയിലെ പുതിയ IPS ഉദ്യോഗസ്ഥൻ ശ്രീ ഗണപതി ജീക്കു അഭിവാദ്യങ്ങൾ,FALSE
TRAIN_584,"തുവാല, തോര്‍ത്ത്, ഷോള്‍ എന്നിവ മാസ്കായി ഉപയോഗിച്ചാല്‍ 5000 രുപ പിഴ; പ്രചാരണം സത്യമോ?",FALSE
